,nearest_dist_head2head,nearest_dist_head2bottom,nearest_dist_head2body,nearest_dist_bottom2head
data/img0487.png,670.2629931601477,223.23910131515973,478.36182419273376,inf
data/img0488.png,670.9089780953899,222.4454549884091,476.6847549020212,inf
data/img0489.png,674.9838516586898,225.3800456517837,475.5140776517559,inf
data/img0490.png,614.9938805695549,228.98579092380405,478.6754628722889,inf
data/img0491.png,619.169277216659,228.07983007929474,481.8727077652353,inf
data/img0492.png,677.9223543872853,225.64253342178182,479.85572516955557,inf
data/img0493.png,658.9121774022695,237.14075332806053,491.2527658955214,inf
data/img0494.png,638.6694142739261,267.2830463104608,513.4253531381167,inf
data/img0495.png,650.4871084487378,357.64588917671057,483.1268495043514,inf
data/img0496.png,461.0730308411023,497.6027745551664,481.40879519281793,inf
data/img0497.png,421.94631157174496,507.8450395327297,515.6893600696063,inf
data/img0498.png,626.2348404376748,513.4597427043334,385.4514236580273,inf
data/img0499.png,535.842709093816,512.1387360647503,374.7874823003032,inf
data/img0500.png,537.660655143186,490.93072025388693,359.05964914621086,inf
data/img0501.png,602.0346051332931,441.6628473802159,352.01017157036836,inf
data/img0502.png,549.5865969581133,335.18027096623695,268.30907550807854,inf
data/img0503.png,521.7878722670738,297.07972682261584,245.82079904881977,inf
data/img0505.png,455.44893739913374,184.2091950907993,232.71984951009196,inf
data/img0506.png,343.5004144917441,132.69635580904233,268.225469998656,780.3092666661083
data/img0507.png,181.16918992477753,129.94521922718008,344.8433713383514,674.73042452375
data/img0508.png,inf,188.2717600836618,382.2842923506013,inf
data/img0509.png,inf,189.91494142905165,314.8476928436983,inf
data/img0510.png,inf,253.6985157406326,322.61321540817266,inf
data/img0511.png,inf,inf,inf,inf
data/img0512.png,inf,230.253952168035,253.13961400381424,inf
data/img0513.png,inf,276.81608688080263,279.45203524039715,inf
data/img0514.png,inf,278.8226676581369,293.7760958434159,inf
data/img0515.png,109.78147101401085,294.4656436479471,311.48059329595463,502.15161712176126
data/img0516.png,90.73602249382552,337.44653278556626,361.5534507897829,567.1569900635981
data/img0518.png,201.70265948915986,441.47777696731225,509.0461913117512,691.1232231027981
data/img0519.png,320.28787051650903,444.6613053156302,510.24559507064845,774.2166950182615
data/img0520.png,364.8933467316169,440.03804764815516,507.0037475206668,811.6271678276917
data/img0521.png,442.20119965689827,439.4275103916459,505.57728517903166,841.3346031686799
data/img0522.png,inf,438.7104432059943,506.4033477160275,inf
data/img0523.png,inf,439.95364442745534,507.06062473436066,inf
data/img0524.png,inf,442.3066809352985,509.9110613518792,inf
data/img0525.png,inf,446.3168381318368,511.9561177376436,inf
data/img0526.png,inf,449.6893118098316,512.6502722997425,inf
data/img0527.png,451.77451209425266,466.16405543327767,521.4401643314409,856.9251003185753
data/img0528.png,390.35924491293906,477.4392947569353,525.4599038727882,827.1210766133337
data/img0529.png,349.4948496845125,495.02674118576635,517.804973496779,796.3026266721718
data/img0530.png,349.65874512873256,507.0700878142983,520.2621071046785,793.3363778095645
data/img0531.png,349.01101440785516,506.0097130381985,521.3292296514749,791.0812476888832
data/img0532.png,347.7005521364613,506.7154811578189,522.0219152487757,788.1142619925109
data/img0533.png,347.0101867222344,509.0816830332831,523.0366353860884,788.5303997240691
data/img0534.png,347.0101867222344,513.1068965517807,523.0366353860884,788.5303997240691
data/img0535.png,347.0101867222344,512.7555328272919,523.0366353860884,788.5303997240691
data/img0536.png,344.69050646195655,514.421831920069,525.3519030564182,787.112190224494
data/img0537.png,344.16221472584715,515.4308268283921,525.3519030564182,785.981736401044
data/img0538.png,344.16221472584715,515.4308268283921,525.3519030564182,785.981736401044
data/img0539.png,346.1242656749162,516.1281198394443,526.7365862449655,785.981736401044
data/img0540.png,347.52376200196716,508.1493421780649,529.8742957013484,785.4153487454905
data/img0541.png,347.7633220712039,505.9924166319097,531.1676896131765,790.3572415338522
data/img0542.png,351.171752850368,493.2209940564167,533.547062674887,794.6903799593903
data/img0543.png,345.12292895285873,478.5677751144555,529.9177294637349,791.227509689217
data/img0544.png,340.73497527844137,478.9560900312261,526.3902705958765,782.1117813829428
data/img0545.png,332.433904943524,492.6528185700351,527.1183246463742,772.0652226910626
data/img0547.png,316.0878792013385,531.637963363227,535.9347296910324,758.0710142051336
data/img0548.png,312.61407546366166,541.3393759925469,532.1828063532304,754.415962833502
data/img0549.png,315.6332560995435,534.7500736278585,527.7168937981805,759.0034925407128
data/img0550.png,314.9254122629677,534.1905511041916,528.4065088338713,759.4753864201263
data/img0551.png,315.76955197738783,532.2320068879736,526.7764091576236,759.4753864201263
data/img0552.png,313.8135610709012,529.4275704532208,525.4004945229877,759.4753864201263
data/img0553.png,318.70690289982764,533.3957716789663,528.8490654666982,759.4753864201263
data/img0554.png,322.3137008847125,531.7867228297449,529.4280862298484,760.1516797179363
data/img0555.png,322.8413830010023,531.7867228297449,529.4280862298484,762.2213125103495
data/img0556.png,320.1209771320837,528.7441853221651,523.5550455195711,761.6127102116927
data/img0557.png,322.0687037822831,529.604492764176,524.9433870856933,762.3265523678157
data/img0558.png,325.25754499780624,535.6744191932262,531.6569157727566,761.9747087088915
data/img0559.png,256.5057504228708,478.8381033762873,435.67250595487445,776.6878452048803
data/img0560.png,250.81938752018334,439.26013107952355,386.53669332807186,775.3283691443258
data/img0561.png,236.0786979907338,457.041390200056,394.29640852789953,764.0464907320759
data/img0562.png,241.17587349484202,475.7910592781247,395.94463092205183,764.0117769890725
data/img0563.png,264.92564994730134,452.99227562730033,340.0482355328434,787.9573356756064
data/img0564.png,307.25546576912177,423.26115920197566,309.6818972946268,807.9876559013755
data/img0565.png,306.8115049277,415.75691188241206,300.0576626067061,799.6723971452311
data/img0566.png,273.78613032073025,452.90118147119045,334.31557201093693,795.5799576271389
data/img0567.png,234.9127497604165,490.6576665843508,369.2275564540109,781.4121901051966
data/img0568.png,241.40844871710664,435.0179088014654,308.85125423899456,762.381531780512
data/img0569.png,inf,inf,inf,inf
data/img0570.png,inf,inf,inf,inf
data/img0571.png,inf,inf,inf,inf
data/img0572.png,inf,inf,inf,inf
data/img0573.png,inf,inf,inf,inf
data/img0574.png,inf,inf,inf,inf
data/img0575.png,inf,inf,inf,inf
data/img0576.png,inf,inf,inf,540.2561241161454
data/img0577.png,inf,inf,inf,659.5588297915509
data/img0578.png,inf,inf,inf,713.436963687753
data/img0579.png,185.77461852739685,429.91464000310543,325.82424901317563,727.2197011144568
data/img0580.png,170.83878820689384,471.70243124770934,366.6178743296621,734.9767910471728
data/img0581.png,167.57267822947753,533.501128937887,429.89859310772346,746.5635909807012
data/img0582.png,163.99999999999983,511.25470408104815,404.46760375708726,746.2099519873749
data/img0583.png,179.9348524105324,476.97178113594947,367.6353688711137,737.0085232736457
data/img0584.png,inf,inf,inf,719.1252463931437
data/img0585.png,inf,inf,inf,729.2366252767341
data/img0586.png,inf,inf,inf,824.1039315256298
data/img0587.png,inf,inf,inf,inf
data/img0588.png,inf,inf,inf,inf
data/img0589.png,inf,193.93689695362272,176.9157991814186,inf
data/img0590.png,inf,inf,inf,inf
data/img0592.png,inf,inf,inf,inf
data/img0593.png,inf,inf,inf,727.3878747655889
data/img0594.png,inf,inf,inf,608.4080312134283
data/img0595.png,inf,inf,inf,134.29116969480904
data/img0596.png,inf,inf,inf,148.5402526219743
data/img0597.png,inf,inf,inf,105.2949621254497
data/img0598.png,inf,inf,inf,82.13549347876308
data/img0599.png,inf,inf,inf,82.46877475141862
data/img0600.png,inf,inf,inf,73.7842033093814
data/img0601.png,inf,inf,inf,60.07534351129422
data/img0602.png,inf,inf,inf,43.44647383850681
data/img0603.png,inf,inf,inf,96.50782278136853
data/img0604.png,inf,inf,inf,135.00814790226576
data/img0605.png,inf,inf,inf,162.15253219731122
data/img0606.png,inf,inf,inf,187.87256920050905
data/img0607.png,inf,inf,inf,207.73224133244216
data/img0608.png,inf,inf,inf,213.90110878160502
data/img0609.png,inf,inf,inf,204.20564832785627
data/img0610.png,inf,inf,inf,197.80556109472766
data/img0611.png,inf,inf,inf,182.8835866282155
data/img0612.png,inf,inf,inf,183.45088808179685
data/img0613.png,inf,inf,inf,209.63661800601545
data/img0614.png,inf,inf,inf,212.96620844162126
data/img0615.png,inf,inf,inf,223.56804478502733
data/img0616.png,inf,inf,inf,253.07990439582545
data/img0617.png,inf,inf,inf,265.1387740957552
data/img0618.png,inf,inf,inf,266.5399066725283
data/img0619.png,inf,inf,inf,323.2
data/img0620.png,inf,inf,inf,387.7618929420475
data/img0621.png,inf,inf,inf,385.04713468483317
data/img0622.png,inf,inf,inf,414.33192164978055
data/img0623.png,inf,inf,inf,444.49428118818366
data/img0624.png,inf,inf,inf,473.13663819239366
data/img0625.png,inf,inf,inf,493.6535839817229
data/img0626.png,inf,inf,inf,499.5550505179585
